date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:07:40	451215/451215	---M--	200	added ('OK')	image/png	etag:%226e28f-5d529cf4c3230%22	https://itsa.edu.bo/wp-content/uploads/2022/01/gastronomia_3-1.png	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-content/uploads/2022/01/gastronomia_3-1.png	(from https://itsa.edu.bo/gastronomia-2/)
08:07:40	14670/14670	---M--	200	added ('OK')	text/css	etag:%22394e-63a641deb9170%22	https://itsa.edu.bo/wp-content/et-cache/478/et-divi-dynamic-tb-353-478.css?ver=1753051533	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-content/et-cache/478/et-divi-dynamic-tb-353-47802a3.css	(from https://itsa.edu.bo/informatica-industrial/)
08:07:41	17954/17954	---MC-	200	added ('OK')	application/json	date:Mon,%2028%20Jul%202025%2012:04:19%20GMT	https://itsa.edu.bo/wp-json/wp/v2/pages/478	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-json/wp/v2/pages/478.json	(from https://itsa.edu.bo/informatica-industrial/)
08:07:41	2162/2162	---MC-	200	added ('OK')	application/json	date:Mon,%2028%20Jul%202025%2012:04:19%20GMT	https://itsa.edu.bo/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fitsa.edu.bo%2Finformatica-industrial%2F	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-json/oembed/1.0/embedd04a.json	(from https://itsa.edu.bo/informatica-industrial/)
08:07:41	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Jul%202025%2012:04:19%20GMT	https://itsa.edu.bo/?p=478	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/index50ba.html	(from https://itsa.edu.bo/informatica-industrial/)
08:07:41	2318/2318	---MC-	200	added ('OK')	text/xml	date:Mon,%2028%20Jul%202025%2012:04:20%20GMT	https://itsa.edu.bo/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fitsa.edu.bo%2Finformatica-industrial%2F&format=xml	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-json/oembed/1.0/embedd4e2	(from https://itsa.edu.bo/informatica-industrial/)
08:07:41	3891/3891	---M--	200	added ('OK')	text/css	etag:%22f33-63a641df4d0a0%22	https://itsa.edu.bo/wp-content/et-cache/478/et-core-unified-tb-353-deferred-478.min.css?ver=1753051533	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-content/et-cache/478/et-core-unified-tb-353-deferred-478.min02a3.css	(from https://itsa.edu.bo/informatica-industrial/)
08:07:42	5204/5204	---M--	200	added ('OK')	text/css	etag:%221454-63a6f94ad2520%22	https://itsa.edu.bo/wp-content/et-cache/382/et-divi-dynamic-tb-353-382.css?ver=1753100770	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-content/et-cache/382/et-divi-dynamic-tb-353-382155d.css	(from https://itsa.edu.bo/mecanica-automotriz/)
08:07:42	710705/710705	---M--	200	added ('OK')	image/png	etag:%22ad831-5d52a5eef2d48%22	https://itsa.edu.bo/wp-content/uploads/2022/01/inf_ind-1.png	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-content/uploads/2022/01/inf_ind-1.png	(from https://itsa.edu.bo/informatica-industrial/)
08:07:42	13995/13995	---MC-	200	added ('OK')	application/json	date:Mon,%2028%20Jul%202025%2012:04:21%20GMT	https://itsa.edu.bo/wp-json/wp/v2/pages/382	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-json/wp/v2/pages/382.json	(from https://itsa.edu.bo/mecanica-automotriz/)
08:07:43	2147/2147	---MC-	200	added ('OK')	application/json	date:Mon,%2028%20Jul%202025%2012:04:21%20GMT	https://itsa.edu.bo/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fitsa.edu.bo%2Fmecanica-automotriz%2F	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-json/oembed/1.0/embedf42a.json	(from https://itsa.edu.bo/mecanica-automotriz/)
08:07:43	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Jul%202025%2012:04:21%20GMT	https://itsa.edu.bo/?p=382	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/index802e.html	(from https://itsa.edu.bo/mecanica-automotriz/)
08:07:43	2303/2303	---MC-	200	added ('OK')	text/xml	date:Mon,%2028%20Jul%202025%2012:04:21%20GMT	https://itsa.edu.bo/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fitsa.edu.bo%2Fmecanica-automotriz%2F&format=xml	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-json/oembed/1.0/embed0310	(from https://itsa.edu.bo/mecanica-automotriz/)
08:07:43	3805/3805	---M--	200	added ('OK')	text/css	etag:%22edd-63a6f94b63958%22	https://itsa.edu.bo/wp-content/et-cache/382/et-core-unified-tb-353-deferred-382.min.css?ver=1753100771	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-content/et-cache/382/et-core-unified-tb-353-deferred-382.min8b5a.css	(from https://itsa.edu.bo/mecanica-automotriz/)
08:07:43	5204/5204	---M--	200	added ('OK')	text/css	etag:%221454-63a6c8539af08%22	https://itsa.edu.bo/wp-content/et-cache/230/et-divi-dynamic-tb-353-230.css?ver=1753087626	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-content/et-cache/230/et-divi-dynamic-tb-353-23063dd.css	(from https://itsa.edu.bo/secretariado-ejecutivo/)
08:07:44	545950/545950	---M--	200	added ('OK')	image/png	etag:%228549e-5d52135adb1b0%22	https://itsa.edu.bo/wp-content/uploads/2022/01/meanica-1.png	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-content/uploads/2022/01/meanica-1.png	(from https://itsa.edu.bo/mecanica-automotriz/)
08:07:44	19187/19187	---MC-	200	added ('OK')	application/json	date:Mon,%2028%20Jul%202025%2012:04:22%20GMT	https://itsa.edu.bo/wp-json/wp/v2/pages/230	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-json/wp/v2/pages/230.json	(from https://itsa.edu.bo/secretariado-ejecutivo/)
08:07:44	2147/2147	---MC-	200	added ('OK')	application/json	date:Mon,%2028%20Jul%202025%2012:04:23%20GMT	https://itsa.edu.bo/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fitsa.edu.bo%2Fsecretariado-ejecutivo%2F	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-json/oembed/1.0/embedd109.json	(from https://itsa.edu.bo/secretariado-ejecutivo/)
08:07:44	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Jul%202025%2012:04:23%20GMT	https://itsa.edu.bo/?p=230	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/index9fa1.html	(from https://itsa.edu.bo/secretariado-ejecutivo/)
08:07:45	2303/2303	---MC-	200	added ('OK')	text/xml	date:Mon,%2028%20Jul%202025%2012:04:23%20GMT	https://itsa.edu.bo/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fitsa.edu.bo%2Fsecretariado-ejecutivo%2F&format=xml	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-json/oembed/1.0/embede377	(from https://itsa.edu.bo/secretariado-ejecutivo/)
08:07:45	153/153	---M--	200	added ('OK')	image/png	etag:%2299-5d50aec95c1e0%22	https://itsa.edu.bo/wp-content/uploads/2022/01/high-school_43.png	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-content/uploads/2022/01/high-school_43.png	(from https://itsa.edu.bo/secretariado-ejecutivo/)
08:07:45	3805/3805	---M--	200	added ('OK')	text/css	etag:%22edd-63a6c85413ca0%22	https://itsa.edu.bo/wp-content/et-cache/230/et-core-unified-tb-353-deferred-230.min.css?ver=1753087626	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-content/et-cache/230/et-core-unified-tb-353-deferred-230.min63dd.css	(from https://itsa.edu.bo/secretariado-ejecutivo/)
08:07:45	44632/44632	---M--	200	added ('OK')	image/jpeg	etag:%22ae58-5d51481ff8898%22	https://itsa.edu.bo/wp-content/uploads/2022/01/secretariado.jpg	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-content/uploads/2022/01/secretariado.jpg	(from https://itsa.edu.bo/secretariado-ejecutivo/)
08:07:45	5204/5204	---M--	200	added ('OK')	text/css	etag:%221454-63a68de78bf68%22	https://itsa.edu.bo/wp-content/et-cache/464/et-divi-dynamic-tb-353-464.css?ver=1753071943	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-content/et-cache/464/et-divi-dynamic-tb-353-46404c2.css	(from https://itsa.edu.bo/sistemas-informaticos/)
08:07:46	17575/17575	---MC-	200	added ('OK')	application/json	date:Mon,%2028%20Jul%202025%2012:04:24%20GMT	https://itsa.edu.bo/wp-json/wp/v2/pages/464	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-json/wp/v2/pages/464.json	(from https://itsa.edu.bo/sistemas-informaticos/)
08:07:46	2157/2157	---MC-	200	added ('OK')	application/json	date:Mon,%2028%20Jul%202025%2012:04:24%20GMT	https://itsa.edu.bo/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fitsa.edu.bo%2Fsistemas-informaticos%2F	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-json/oembed/1.0/embed63c8.json	(from https://itsa.edu.bo/sistemas-informaticos/)
08:07:46	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Jul%202025%2012:04:25%20GMT	https://itsa.edu.bo/?p=464	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/indexa260.html	(from https://itsa.edu.bo/sistemas-informaticos/)
08:07:47	2313/2313	---MC-	200	added ('OK')	text/xml	date:Mon,%2028%20Jul%202025%2012:04:25%20GMT	https://itsa.edu.bo/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fitsa.edu.bo%2Fsistemas-informaticos%2F&format=xml	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-json/oembed/1.0/embede675	(from https://itsa.edu.bo/sistemas-informaticos/)
08:07:47	3805/3805	---M--	200	added ('OK')	text/css	etag:%22edd-63a68de9309e0%22	https://itsa.edu.bo/wp-content/et-cache/464/et-core-unified-tb-353-deferred-464.min.css?ver=1753071945	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-content/et-cache/464/et-core-unified-tb-353-deferred-464.minb0a3.css	(from https://itsa.edu.bo/sistemas-informaticos/)
08:07:47	294197/294197	---M--	200	added ('OK')	image/png	etag:%2247d35-5d529b944e9f0%22	https://itsa.edu.bo/wp-content/uploads/2022/01/sis_inf-1.png	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-content/uploads/2022/01/sis_inf-1.png	(from https://itsa.edu.bo/sistemas-informaticos/)
08:07:47	5204/5204	---M--	200	added ('OK')	text/css	etag:%221454-63a7096466580%22	https://itsa.edu.bo/wp-content/et-cache/499/et-divi-dynamic-tb-353-499.css?ver=1753105092	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-content/et-cache/499/et-divi-dynamic-tb-353-4995431.css	(from https://itsa.edu.bo/topografia-y-geodesia/)
08:07:48	23840/23840	---MC-	200	added ('OK')	application/json	date:Mon,%2028%20Jul%202025%2012:04:26%20GMT	https://itsa.edu.bo/wp-json/wp/v2/pages/499	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-json/wp/v2/pages/499.json	(from https://itsa.edu.bo/topografia-y-geodesia/)
08:07:48	2157/2157	---MC-	200	added ('OK')	application/json	date:Mon,%2028%20Jul%202025%2012:04:26%20GMT	https://itsa.edu.bo/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fitsa.edu.bo%2Ftopografia-y-geodesia%2F	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-json/oembed/1.0/embed0c89.json	(from https://itsa.edu.bo/topografia-y-geodesia/)
08:07:48	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Jul%202025%2012:04:26%20GMT	https://itsa.edu.bo/?p=499	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/indexa862.html	(from https://itsa.edu.bo/topografia-y-geodesia/)
08:07:48	2313/2313	---MC-	200	added ('OK')	text/xml	date:Mon,%2028%20Jul%202025%2012:04:27%20GMT	https://itsa.edu.bo/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fitsa.edu.bo%2Ftopografia-y-geodesia%2F&format=xml	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-json/oembed/1.0/embed3603	(from https://itsa.edu.bo/topografia-y-geodesia/)
08:07:48	3805/3805	---M--	200	added ('OK')	text/css	etag:%22edd-63a70964ebe38%22	https://itsa.edu.bo/wp-content/et-cache/499/et-core-unified-tb-353-deferred-499.min.css?ver=1753105092	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-content/et-cache/499/et-core-unified-tb-353-deferred-499.min5431.css	(from https://itsa.edu.bo/topografia-y-geodesia/)
08:07:49	531714/531714	---M--	200	added ('OK')	image/png	etag:%2281d02-5d520ef888e58%22	https://itsa.edu.bo/wp-content/uploads/2022/01/topografia-1.png	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-content/uploads/2022/01/topografia-1.png	(from https://itsa.edu.bo/topografia-y-geodesia/)
08:07:49	7558/7558	---M--	200	added ('OK')	text/css	etag:%221d86-63a67dec3cf68%22	https://itsa.edu.bo/wp-content/et-cache/author/1/et-divi-dynamic-tb-353-late.css?ver=1753067653	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-content/et-cache/author/1/et-divi-dynamic-tb-353-lateea36.css	(from https://itsa.edu.bo/author/dmin/)
08:07:49	716/716	---MC-	200	added ('OK')	application/json	date:Mon,%2028%20Jul%202025%2012:04:28%20GMT	https://itsa.edu.bo/wp-json/wp/v2/users/1	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-json/wp/v2/users/1.json	(from https://itsa.edu.bo/author/dmin/)
08:07:50	628/628	---MC-	200	added ('OK')	application/json	date:Mon,%2028%20Jul%202025%2012:04:28%20GMT	https://itsa.edu.bo/wp-json/wp/v2/categories/1	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-json/wp/v2/categories/1.json	(from https://itsa.edu.bo/category/sin-categoria/)
08:07:50	15790/15790	---MC-	200	added ('OK')	application/rss+xml	etag:%22f7fdba5929624bced45cd4eca252c0cb%22	https://itsa.edu.bo/author/dmin/feed/	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/author/dmin/feed/index.html	(from https://itsa.edu.bo/author/dmin/)
08:07:50	15819/15819	---MC-	200	added ('OK')	application/rss+xml	etag:%22f7fdba5929624bced45cd4eca252c0cb%22	https://itsa.edu.bo/category/sin-categoria/feed/	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/category/sin-categoria/feed/index.html	(from https://itsa.edu.bo/category/sin-categoria/)
08:07:50	788/788	---MC-	200	added ('OK')	application/rss+xml	etag:%22f7fdba5929624bced45cd4eca252c0cb%22	https://itsa.edu.bo/2025/01/06/admisiones-2025/feed/	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/2025/01/06/admisiones-2025/feed/index.html	(from https://itsa.edu.bo/2025/01/06/admisiones-2025/)
08:07:50	4925/4925	---MC-	200	added ('OK')	application/json	date:Mon,%2028%20Jul%202025%2012:04:28%20GMT	https://itsa.edu.bo/wp-json/wp/v2/posts/625	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-json/wp/v2/posts/625.json	(from https://itsa.edu.bo/2025/01/06/admisiones-2025/)
08:07:50	2282/2282	---MC-	200	added ('OK')	application/json	date:Mon,%2028%20Jul%202025%2012:04:29%20GMT	https://itsa.edu.bo/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fitsa.edu.bo%2F2025%2F01%2F06%2Fadmisiones-2025%2F	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-json/oembed/1.0/embed385c.json	(from https://itsa.edu.bo/2025/01/06/admisiones-2025/)
08:07:51	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Jul%202025%2012:04:29%20GMT	https://itsa.edu.bo/?p=625	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/index8962.html	(from https://itsa.edu.bo/2025/01/06/admisiones-2025/)
08:07:51	2470/2470	---MC-	200	added ('OK')	text/xml	date:Mon,%2028%20Jul%202025%2012:04:29%20GMT	https://itsa.edu.bo/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fitsa.edu.bo%2F2025%2F01%2F06%2Fadmisiones-2025%2F&format=xml	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-json/oembed/1.0/embed5d04	(from https://itsa.edu.bo/2025/01/06/admisiones-2025/)
08:07:51	2642/2642	---MC-	200	added ('OK')	application/json	date:Mon,%2028%20Jul%202025%2012:04:29%20GMT	https://itsa.edu.bo/wp-json/wp/v2/posts/622	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-json/wp/v2/posts/622.json	(from https://itsa.edu.bo/2025/01/06/feria-de-puertas-abiertas-2024/)
08:07:51	833/833	---MC-	200	added ('OK')	application/rss+xml	etag:%22f7fdba5929624bced45cd4eca252c0cb%22	https://itsa.edu.bo/2025/01/06/feria-de-puertas-abiertas-2024/feed/	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/2025/01/06/feria-de-puertas-abiertas-2024/feed/index.html	(from https://itsa.edu.bo/2025/01/06/feria-de-puertas-abiertas-2024/)
08:07:52	2350/2350	---MC-	200	added ('OK')	application/json	date:Mon,%2028%20Jul%202025%2012:04:30%20GMT	https://itsa.edu.bo/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fitsa.edu.bo%2F2025%2F01%2F06%2Fferia-de-puertas-abiertas-2024%2F	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-json/oembed/1.0/embed32f1.json	(from https://itsa.edu.bo/2025/01/06/feria-de-puertas-abiertas-2024/)
08:07:52	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Jul%202025%2012:04:30%20GMT	https://itsa.edu.bo/?p=622	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/index7033.html	(from https://itsa.edu.bo/2025/01/06/feria-de-puertas-abiertas-2024/)
08:07:52	2538/2538	---MC-	200	added ('OK')	text/xml	date:Mon,%2028%20Jul%202025%2012:04:30%20GMT	https://itsa.edu.bo/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fitsa.edu.bo%2F2025%2F01%2F06%2Fferia-de-puertas-abiertas-2024%2F&format=xml	C:/Mis%20lugares%20Web/itsa/itsa.edu.bo/wp-json/oembed/1.0/embed2cfe	(from https://itsa.edu.bo/2025/01/06/feria-de-puertas-abiertas-2024/)
08:07:53	542/542	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/images/emoji.php/v9/te2/1/16/270d.png	C:/Mis%20lugares%20Web/itsa/static.xx.fbcdn.net/images/emoji.php/v9/te2/1/16/270d.png	(from https://itsa.edu.bo/2025/01/06/feria-de-puertas-abiertas-2024/)
